"","state","region","gender","age","race","hisp","edu","n"
"1","AK","West","Female","18","API",0,0,2
"2","AK","West","Female","18","API",0,1,3
"3","AK","West","Female","18","Native",0,0,18
"4","AK","West","Female","18","Native",0,1,3
"5","AK","West","Female","18","Native",1,0,3
"6","AK","West","Female","18","Other",0,0,6
"7","AK","West","Female","18","Other",0,1,3
"8","AK","West","Female","18","Other",1,0,3
"9","AK","West","Female","18","Other",1,1,1
"10","AK","West","Female","18","White",0,0,24
"11","AK","West","Female","18","White",0,1,11
"12","AK","West","Female","25","API",0,0,4
"13","AK","West","Female","25","API",0,1,6
"14","AK","West","Female","25","Black",0,1,1
"15","AK","West","Female","25","Black",1,1,1
"16","AK","West","Female","25","Native",0,0,26
"17","AK","West","Female","25","Native",0,1,17
"18","AK","West","Female","25","Other",0,0,3
"19","AK","West","Female","25","Other",0,1,4
"20","AK","West","Female","25","Other",1,1,1
"21","AK","West","Female","25","White",0,0,26
"22","AK","West","Female","25","White",0,1,34
"23","AK","West","Female","35","API",0,0,7
"24","AK","West","Female","35","API",0,1,5
"25","AK","West","Female","35","Black",0,0,2
"26","AK","West","Female","35","Black",0,1,4
"27","AK","West","Female","35","Native",0,0,15
"28","AK","West","Female","35","Native",0,1,4
"29","AK","West","Female","35","Native",1,0,1
"30","AK","West","Female","35","Other",0,0,2
"31","AK","West","Female","35","Other",0,1,6
"32","AK","West","Female","35","Other",1,0,2
"33","AK","West","Female","35","Other",1,1,2
"34","AK","West","Female","35","White",0,0,10
"35","AK","West","Female","35","White",0,1,51
"36","AK","West","Female","35","White",1,1,1
"37","AK","West","Female","45","API",0,0,4
"38","AK","West","Female","45","API",0,1,5
"39","AK","West","Female","45","Black",0,0,1
"40","AK","West","Female","45","Native",0,0,11
"41","AK","West","Female","45","Native",0,1,12
"42","AK","West","Female","45","Native",1,0,1
"43","AK","West","Female","45","Other",0,1,3
"44","AK","West","Female","45","Other",1,0,1
"45","AK","West","Female","45","Other",1,1,1
"46","AK","West","Female","45","White",0,0,15
"47","AK","West","Female","45","White",0,1,49
"48","AK","West","Female","55","API",0,0,3
"49","AK","West","Female","55","API",0,1,3
"50","AK","West","Female","55","Black",0,0,1
"51","AK","West","Female","55","Black",0,1,2
"52","AK","West","Female","55","Native",0,0,21
"53","AK","West","Female","55","Native",0,1,13
"54","AK","West","Female","55","Other",0,0,3
"55","AK","West","Female","55","Other",1,1,1
"56","AK","West","Female","55","White",0,0,19
"57","AK","West","Female","55","White",0,1,48
"58","AK","West","Female","55","White",1,0,2
"59","AK","West","Female","65","API",0,0,1
"60","AK","West","Female","65","API",0,1,1
"61","AK","West","Female","65","Black",0,1,4
"62","AK","West","Female","65","Native",0,0,12
"63","AK","West","Female","65","Native",0,1,8
"64","AK","West","Female","65","Other",0,0,4
"65","AK","West","Female","65","Other",0,1,2
"66","AK","West","Female","65","White",0,0,26
"67","AK","West","Female","65","White",0,1,43
"68","AK","West","Female","75","Native",0,0,6
"69","AK","West","Female","75","Native",0,1,4
"70","AK","West","Female","75","White",0,0,14
"71","AK","West","Female","75","White",0,1,20
"72","AK","West","Female","NA","API",0,0,20
"73","AK","West","Female","NA","Black",0,0,9
"74","AK","West","Female","NA","Native",0,0,79
"75","AK","West","Female","NA","Native",0,1,1
"76","AK","West","Female","NA","Other",0,0,30
"77","AK","West","Female","NA","Other",1,0,6
"78","AK","West","Female","NA","White",0,0,94
"79","AK","West","Female","NA","White",0,1,8
"80","AK","West","Female","NA","White",1,0,4
"81","AK","West","Male","18","API",0,0,2
"82","AK","West","Male","18","API",0,1,4
"83","AK","West","Male","18","Native",0,0,37
"84","AK","West","Male","18","Native",0,1,2
"85","AK","West","Male","18","Native",1,0,1
"86","AK","West","Male","18","Other",0,0,3
"87","AK","West","Male","18","Other",0,1,2
"88","AK","West","Male","18","Other",1,0,2
"89","AK","West","Male","18","White",0,0,41
"90","AK","West","Male","18","White",0,1,10
"91","AK","West","Male","18","White",1,0,3
"92","AK","West","Male","18","White",1,1,1
"93","AK","West","Male","25","API",0,0,7
"94","AK","West","Male","25","Black",0,0,1
"95","AK","West","Male","25","Black",0,1,4
"96","AK","West","Male","25","Native",0,0,33
"97","AK","West","Male","25","Native",0,1,4
"98","AK","West","Male","25","Other",0,0,10
"99","AK","West","Male","25","Other",0,1,8
"100","AK","West","Male","25","Other",1,0,2
"101","AK","West","Male","25","White",0,0,36
"102","AK","West","Male","25","White",0,1,39
"103","AK","West","Male","25","White",1,1,4
"104","AK","West","Male","35","API",0,0,13
"105","AK","West","Male","35","API",0,1,1
"106","AK","West","Male","35","Black",0,0,4
"107","AK","West","Male","35","Black",0,1,3
"108","AK","West","Male","35","Native",0,0,26
"109","AK","West","Male","35","Native",0,1,7
"110","AK","West","Male","35","Native",1,0,1
"111","AK","West","Male","35","Other",0,0,9
"112","AK","West","Male","35","Other",0,1,2
"113","AK","West","Male","35","Other",1,0,2
"114","AK","West","Male","35","White",0,0,23
"115","AK","West","Male","35","White",0,1,49
"116","AK","West","Male","35","White",1,1,1
"117","AK","West","Male","45","API",0,0,4
"118","AK","West","Male","45","API",0,1,3
"119","AK","West","Male","45","Black",0,0,2
"120","AK","West","Male","45","Native",0,0,18
"121","AK","West","Male","45","Native",0,1,8
"122","AK","West","Male","45","Native",1,0,1
"123","AK","West","Male","45","Native",1,1,1
"124","AK","West","Male","45","Other",0,0,2
"125","AK","West","Male","45","Other",0,1,3
"126","AK","West","Male","45","Other",1,0,3
"127","AK","West","Male","45","Other",1,1,2
"128","AK","West","Male","45","White",0,0,35
"129","AK","West","Male","45","White",0,1,45
"130","AK","West","Male","45","White",1,1,1
"131","AK","West","Male","55","API",0,0,3
"132","AK","West","Male","55","API",0,1,2
"133","AK","West","Male","55","Black",0,1,3
"134","AK","West","Male","55","Native",0,0,25
"135","AK","West","Male","55","Native",0,1,12
"136","AK","West","Male","55","Other",0,0,3
"137","AK","West","Male","55","Other",0,1,4
"138","AK","West","Male","55","White",0,0,31
"139","AK","West","Male","55","White",0,1,42
"140","AK","West","Male","55","White",1,1,2
"141","AK","West","Male","65","API",0,0,1
"142","AK","West","Male","65","API",0,1,3
"143","AK","West","Male","65","Black",0,0,1
"144","AK","West","Male","65","Black",0,1,2
"145","AK","West","Male","65","Native",0,0,11
"146","AK","West","Male","65","Native",0,1,6
"147","AK","West","Male","65","White",0,0,18
"148","AK","West","Male","65","White",0,1,60
"149","AK","West","Male","65","White",1,0,1
"150","AK","West","Male","75","Black",0,1,1
"151","AK","West","Male","75","Native",0,0,7
"152","AK","West","Male","75","Other",0,0,1
"153","AK","West","Male","75","Other",0,1,2
"154","AK","West","Male","75","Other",1,0,1
"155","AK","West","Male","75","Other",1,1,1
"156","AK","West","Male","75","White",0,0,10
"157","AK","West","Male","75","White",0,1,22
"158","AK","West","Male","75","White",1,0,1
"159","AK","West","Male","NA","API",0,0,17
"160","AK","West","Male","NA","Black",0,0,6
"161","AK","West","Male","NA","Native",0,0,106
"162","AK","West","Male","NA","Native",1,0,2
"163","AK","West","Male","NA","Other",0,0,22
"164","AK","West","Male","NA","Other",1,0,4
"165","AK","West","Male","NA","White",0,0,92
"166","AK","West","Male","NA","White",0,1,9
"167","AK","West","Male","NA","White",1,0,4
"168","AL","South","Female","18","API",0,0,5
"169","AL","South","Female","18","API",0,1,3
"170","AL","South","Female","18","Black",0,0,106
"171","AL","South","Female","18","Black",0,1,63
"172","AL","South","Female","18","Black",1,0,1
"173","AL","South","Female","18","Native",0,1,1
"174","AL","South","Female","18","Other",0,0,11
"175","AL","South","Female","18","Other",0,1,6
"176","AL","South","Female","18","Other",1,0,4
"177","AL","South","Female","18","White",0,0,247
"178","AL","South","Female","18","White",0,1,158
"179","AL","South","Female","18","White",1,0,9
"180","AL","South","Female","18","White",1,1,5
"181","AL","South","Female","25","API",0,0,2
"182","AL","South","Female","25","API",0,1,14
"183","AL","South","Female","25","Black",0,0,81
"184","AL","South","Female","25","Black",0,1,112
"185","AL","South","Female","25","Black",1,0,1
"186","AL","South","Female","25","Black",1,1,1
"187","AL","South","Female","25","Native",0,0,1
"188","AL","South","Female","25","Native",0,1,1
"189","AL","South","Female","25","Native",1,0,1
"190","AL","South","Female","25","Other",0,0,3
"191","AL","South","Female","25","Other",0,1,6
"192","AL","South","Female","25","Other",1,0,15
"193","AL","South","Female","25","Other",1,1,2
"194","AL","South","Female","25","White",0,0,183
"195","AL","South","Female","25","White",0,1,365
"196","AL","South","Female","25","White",1,0,8
"197","AL","South","Female","25","White",1,1,8
"198","AL","South","Female","35","API",0,0,5
"199","AL","South","Female","35","API",0,1,9
"200","AL","South","Female","35","Black",0,0,88
"201","AL","South","Female","35","Black",0,1,104
"202","AL","South","Female","35","Black",1,0,3
"203","AL","South","Female","35","Black",1,1,1
"204","AL","South","Female","35","Native",0,0,1
"205","AL","South","Female","35","Native",0,1,1
"206","AL","South","Female","35","Other",0,0,2
"207","AL","South","Female","35","Other",0,1,8
"208","AL","South","Female","35","Other",1,0,6
"209","AL","South","Female","35","Other",1,1,3
"210","AL","South","Female","35","White",0,0,175
"211","AL","South","Female","35","White",0,1,366
"212","AL","South","Female","35","White",1,0,15
"213","AL","South","Female","35","White",1,1,8
"214","AL","South","Female","45","API",0,0,5
"215","AL","South","Female","45","API",0,1,11
"216","AL","South","Female","45","Black",0,0,95
"217","AL","South","Female","45","Black",0,1,117
"218","AL","South","Female","45","Black",1,0,1
"219","AL","South","Female","45","Native",0,0,4
"220","AL","South","Female","45","Native",0,1,3
"221","AL","South","Female","45","Native",1,0,1
"222","AL","South","Female","45","Native",1,1,1
"223","AL","South","Female","45","Other",0,0,3
"224","AL","South","Female","45","Other",0,1,6
"225","AL","South","Female","45","Other",1,0,3
"226","AL","South","Female","45","Other",1,1,2
"227","AL","South","Female","45","White",0,0,280
"228","AL","South","Female","45","White",0,1,417
"229","AL","South","Female","45","White",1,0,8
"230","AL","South","Female","45","White",1,1,9
"231","AL","South","Female","55","API",0,0,5
"232","AL","South","Female","55","API",0,1,2
"233","AL","South","Female","55","Black",0,0,144
"234","AL","South","Female","55","Black",0,1,125
"235","AL","South","Female","55","Black",1,0,1
"236","AL","South","Female","55","Native",0,1,4
"237","AL","South","Female","55","Other",0,0,4
"238","AL","South","Female","55","Other",0,1,4
"239","AL","South","Female","55","Other",1,0,1
"240","AL","South","Female","55","Other",1,1,1
"241","AL","South","Female","55","White",0,0,432
"242","AL","South","Female","55","White",0,1,437
"243","AL","South","Female","55","White",1,0,7
"244","AL","South","Female","55","White",1,1,4
"245","AL","South","Female","65","API",0,0,7
"246","AL","South","Female","65","API",0,1,3
"247","AL","South","Female","65","Black",0,0,109
"248","AL","South","Female","65","Black",0,1,93
"249","AL","South","Female","65","Black",1,1,1
"250","AL","South","Female","65","Native",0,0,3
"251","AL","South","Female","65","Other",0,0,3
"252","AL","South","Female","65","Other",0,1,2
"253","AL","South","Female","65","Other",1,0,1
"254","AL","South","Female","65","White",0,0,433
"255","AL","South","Female","65","White",0,1,365
"256","AL","South","Female","65","White",1,0,1
"257","AL","South","Female","65","White",1,1,2
"258","AL","South","Female","75","API",0,0,1
"259","AL","South","Female","75","Black",0,0,59
"260","AL","South","Female","75","Black",0,1,25
"261","AL","South","Female","75","Native",0,1,1
"262","AL","South","Female","75","Native",1,0,1
"263","AL","South","Female","75","Other",0,0,2
"264","AL","South","Female","75","Other",0,1,2
"265","AL","South","Female","75","Other",1,0,2
"266","AL","South","Female","75","White",0,0,308
"267","AL","South","Female","75","White",0,1,167
"268","AL","South","Female","75","White",1,0,5
"269","AL","South","Female","75","White",1,1,2
"270","AL","South","Female","NA","API",0,0,11
"271","AL","South","Female","NA","Black",0,0,323
"272","AL","South","Female","NA","Black",0,1,9
"273","AL","South","Female","NA","Black",1,0,1
"274","AL","South","Female","NA","Native",0,0,2
"275","AL","South","Female","NA","Other",0,0,55
"276","AL","South","Female","NA","Other",1,0,26
"277","AL","South","Female","NA","White",0,0,1005
"278","AL","South","Female","NA","White",0,1,45
"279","AL","South","Female","NA","White",1,0,40
"280","AL","South","Male","18","API",0,0,7
"281","AL","South","Male","18","API",0,1,4
"282","AL","South","Male","18","Black",0,0,106
"283","AL","South","Male","18","Black",0,1,50
"284","AL","South","Male","18","Black",1,0,2
"285","AL","South","Male","18","Black",1,1,1
"286","AL","South","Male","18","Native",0,0,2
"287","AL","South","Male","18","Native",0,1,1
"288","AL","South","Male","18","Other",0,0,11
"289","AL","South","Male","18","Other",0,1,8
"290","AL","South","Male","18","Other",1,0,9
"291","AL","South","Male","18","Other",1,1,1
"292","AL","South","Male","18","White",0,0,277
"293","AL","South","Male","18","White",0,1,120
"294","AL","South","Male","18","White",1,0,8
"295","AL","South","Male","18","White",1,1,6
"296","AL","South","Male","25","API",0,0,4
"297","AL","South","Male","25","API",0,1,12
"298","AL","South","Male","25","Black",0,0,121
"299","AL","South","Male","25","Black",0,1,57
"300","AL","South","Male","25","Black",1,0,4
"301","AL","South","Male","25","Black",1,1,1
"302","AL","South","Male","25","Native",0,0,1
"303","AL","South","Male","25","Other",0,0,5
"304","AL","South","Male","25","Other",0,1,6
"305","AL","South","Male","25","Other",1,0,21
"306","AL","South","Male","25","Other",1,1,4
"307","AL","South","Male","25","White",0,0,256
"308","AL","South","Male","25","White",0,1,285
"309","AL","South","Male","25","White",1,0,16
"310","AL","South","Male","25","White",1,1,9
"311","AL","South","Male","35","API",0,0,2
"312","AL","South","Male","35","API",0,1,7
"313","AL","South","Male","35","Black",0,0,75
"314","AL","South","Male","35","Black",0,1,55
"315","AL","South","Male","35","Black",1,0,2
"316","AL","South","Male","35","Black",1,1,2
"317","AL","South","Male","35","Native",0,0,3
"318","AL","South","Male","35","Native",0,1,1
"319","AL","South","Male","35","Native",1,0,1
"320","AL","South","Male","35","Other",0,0,10
"321","AL","South","Male","35","Other",0,1,5
"322","AL","South","Male","35","Other",1,0,14
"323","AL","South","Male","35","White",0,0,245
"324","AL","South","Male","35","White",0,1,263
"325","AL","South","Male","35","White",1,0,8
"326","AL","South","Male","35","White",1,1,6
"327","AL","South","Male","45","API",0,1,7
"328","AL","South","Male","45","Black",0,0,122
"329","AL","South","Male","45","Black",0,1,63
"330","AL","South","Male","45","Black",1,0,4
"331","AL","South","Male","45","Black",1,1,1
"332","AL","South","Male","45","Native",0,0,1
"333","AL","South","Male","45","Native",0,1,3
"334","AL","South","Male","45","Native",1,0,1
"335","AL","South","Male","45","Other",0,0,1
"336","AL","South","Male","45","Other",0,1,2
"337","AL","South","Male","45","Other",1,0,3
"338","AL","South","Male","45","Other",1,1,2
"339","AL","South","Male","45","White",0,0,325
"340","AL","South","Male","45","White",0,1,366
"341","AL","South","Male","45","White",1,0,8
"342","AL","South","Male","45","White",1,1,5
"343","AL","South","Male","55","API",0,0,4
"344","AL","South","Male","55","API",0,1,2
"345","AL","South","Male","55","Black",0,0,118
"346","AL","South","Male","55","Black",0,1,65
"347","AL","South","Male","55","Black",1,0,2
"348","AL","South","Male","55","Native",0,0,3
"349","AL","South","Male","55","Native",0,1,3
"350","AL","South","Male","55","Native",1,1,1
"351","AL","South","Male","55","Other",0,0,8
"352","AL","South","Male","55","Other",0,1,6
"353","AL","South","Male","55","Other",1,0,3
"354","AL","South","Male","55","Other",1,1,3
"355","AL","South","Male","55","White",0,0,414
"356","AL","South","Male","55","White",0,1,399
"357","AL","South","Male","55","White",1,0,6
"358","AL","South","Male","55","White",1,1,5
"359","AL","South","Male","65","API",0,0,2
"360","AL","South","Male","65","API",0,1,2
"361","AL","South","Male","65","Black",0,0,90
"362","AL","South","Male","65","Black",0,1,65
"363","AL","South","Male","65","Native",0,0,2
"364","AL","South","Male","65","Other",0,0,4
"365","AL","South","Male","65","Other",0,1,6
"366","AL","South","Male","65","Other",1,0,1
"367","AL","South","Male","65","White",0,0,329
"368","AL","South","Male","65","White",0,1,362
"369","AL","South","Male","65","White",1,0,2
"370","AL","South","Male","65","White",1,1,1
"371","AL","South","Male","75","Black",0,0,40
"372","AL","South","Male","75","Black",0,1,21
"373","AL","South","Male","75","Native",0,1,1
"374","AL","South","Male","75","Native",1,0,1
"375","AL","South","Male","75","Other",0,0,2
"376","AL","South","Male","75","White",0,0,241
"377","AL","South","Male","75","White",0,1,168
"378","AL","South","Male","75","White",1,1,1
"379","AL","South","Male","NA","API",0,0,11
"380","AL","South","Male","NA","Black",0,0,293
"381","AL","South","Male","NA","Black",0,1,2
"382","AL","South","Male","NA","Black",1,0,1
"383","AL","South","Male","NA","Native",0,0,4
"384","AL","South","Male","NA","Native",1,0,1
"385","AL","South","Male","NA","Other",0,0,44
"386","AL","South","Male","NA","Other",1,0,32
"387","AL","South","Male","NA","White",0,0,955
"388","AL","South","Male","NA","White",0,1,50
"389","AL","South","Male","NA","White",1,0,55
"390","AR","South","Female","18","API",0,0,5
"391","AR","South","Female","18","Black",0,0,33
"392","AR","South","Female","18","Black",0,1,15
"393","AR","South","Female","18","Native",1,0,2
"394","AR","South","Female","18","Other",0,0,3
"395","AR","South","Female","18","Other",0,1,2
"396","AR","South","Female","18","Other",1,0,15
"397","AR","South","Female","18","Other",1,1,4
"398","AR","South","Female","18","White",0,0,171
"399","AR","South","Female","18","White",0,1,131
"400","AR","South","Female","18","White",1,0,7
"401","AR","South","Female","18","White",1,1,7
"402","AR","South","Female","25","API",0,0,4
"403","AR","South","Female","25","API",0,1,9
"404","AR","South","Female","25","Black",0,0,26
"405","AR","South","Female","25","Black",0,1,35
"406","AR","South","Female","25","Native",0,1,3
"407","AR","South","Female","25","Other",0,0,7
"408","AR","South","Female","25","Other",0,1,6
"409","AR","South","Female","25","Other",1,0,8
"410","AR","South","Female","25","Other",1,1,4
"411","AR","South","Female","25","White",0,0,133
"412","AR","South","Female","25","White",0,1,229
"413","AR","South","Female","25","White",1,0,11
"414","AR","South","Female","25","White",1,1,9
"415","AR","South","Female","35","API",0,0,2
"416","AR","South","Female","35","API",0,1,4
"417","AR","South","Female","35","Black",0,0,28
"418","AR","South","Female","35","Black",0,1,31
"419","AR","South","Female","35","Native",0,0,2
"420","AR","South","Female","35","Native",0,1,1
"421","AR","South","Female","35","Native",1,1,1
"422","AR","South","Female","35","Other",0,0,4
"423","AR","South","Female","35","Other",0,1,10
"424","AR","South","Female","35","Other",1,0,9
"425","AR","South","Female","35","Other",1,1,4
"426","AR","South","Female","35","White",0,0,137
"427","AR","South","Female","35","White",0,1,239
"428","AR","South","Female","35","White",1,0,14
"429","AR","South","Female","35","White",1,1,11
"430","AR","South","Female","45","API",0,0,10
"431","AR","South","Female","45","API",0,1,4
"432","AR","South","Female","45","Black",0,0,31
"433","AR","South","Female","45","Black",0,1,27
"434","AR","South","Female","45","Native",0,0,4
"435","AR","South","Female","45","Native",0,1,2
"436","AR","South","Female","45","Native",1,1,1
"437","AR","South","Female","45","Other",0,0,7
"438","AR","South","Female","45","Other",0,1,6
"439","AR","South","Female","45","Other",1,0,7
"440","AR","South","Female","45","White",0,0,181
"441","AR","South","Female","45","White",0,1,265
"442","AR","South","Female","45","White",1,0,6
"443","AR","South","Female","45","White",1,1,2
"444","AR","South","Female","55","API",0,0,2
"445","AR","South","Female","55","API",0,1,5
"446","AR","South","Female","55","Black",0,0,52
"447","AR","South","Female","55","Black",0,1,40
"448","AR","South","Female","55","Native",0,0,5
"449","AR","South","Female","55","Native",0,1,1
"450","AR","South","Female","55","Other",0,0,5
"451","AR","South","Female","55","Other",0,1,7
"452","AR","South","Female","55","Other",1,0,5
"453","AR","South","Female","55","Other",1,1,3
"454","AR","South","Female","55","White",0,0,325
"455","AR","South","Female","55","White",0,1,276
"456","AR","South","Female","55","White",1,0,8
"457","AR","South","Female","55","White",1,1,3
"458","AR","South","Female","65","API",0,0,2
"459","AR","South","Female","65","API",0,1,1
"460","AR","South","Female","65","Black",0,0,60
"461","AR","South","Female","65","Black",0,1,27
"462","AR","South","Female","65","Native",0,0,1
"463","AR","South","Female","65","Other",0,0,4
"464","AR","South","Female","65","Other",0,1,1
"465","AR","South","Female","65","Other",1,0,4
"466","AR","South","Female","65","Other",1,1,1
"467","AR","South","Female","65","White",0,0,309
"468","AR","South","Female","65","White",0,1,214
"469","AR","South","Female","65","White",1,0,5
"470","AR","South","Female","65","White",1,1,3
"471","AR","South","Female","75","API",0,0,1
"472","AR","South","Female","75","Black",0,0,28
"473","AR","South","Female","75","Black",0,1,6
"474","AR","South","Female","75","Black",1,0,1
"475","AR","South","Female","75","Native",0,0,1
"476","AR","South","Female","75","White",0,0,205
"477","AR","South","Female","75","White",0,1,87
"478","AR","South","Female","75","White",1,0,2
"479","AR","South","Female","75","White",1,1,1
"480","AR","South","Female","NA","API",0,0,22
"481","AR","South","Female","NA","Black",0,0,121
"482","AR","South","Female","NA","Black",0,1,5
"483","AR","South","Female","NA","Native",0,0,8
"484","AR","South","Female","NA","Native",1,0,1
"485","AR","South","Female","NA","Other",0,0,34
"486","AR","South","Female","NA","Other",0,1,1
"487","AR","South","Female","NA","Other",1,0,47
"488","AR","South","Female","NA","White",0,0,694
"489","AR","South","Female","NA","White",0,1,38
"490","AR","South","Female","NA","White",1,0,49
"491","AR","South","Male","18","API",0,0,1
"492","AR","South","Male","18","API",0,1,2
"493","AR","South","Male","18","Black",0,0,51
"494","AR","South","Male","18","Black",0,1,15
"495","AR","South","Male","18","Native",0,0,1
"496","AR","South","Male","18","Other",0,0,13
"497","AR","South","Male","18","Other",0,1,5
"498","AR","South","Male","18","Other",1,0,21
"499","AR","South","Male","18","Other",1,1,3
"500","AR","South","Male","18","White",0,0,211
"501","AR","South","Male","18","White",0,1,81
"502","AR","South","Male","18","White",1,0,14
"503","AR","South","Male","18","White",1,1,10
"504","AR","South","Male","25","API",0,0,4
"505","AR","South","Male","25","API",0,1,8
"506","AR","South","Male","25","API",1,0,1
"507","AR","South","Male","25","Black",0,0,35
"508","AR","South","Male","25","Black",0,1,22
"509","AR","South","Male","25","Black",1,0,1
"510","AR","South","Male","25","Native",0,0,2
"511","AR","South","Male","25","Native",0,1,2
"512","AR","South","Male","25","Native",1,0,1
"513","AR","South","Male","25","Other",0,0,8
"514","AR","South","Male","25","Other",0,1,2
"515","AR","South","Male","25","Other",1,0,14
"516","AR","South","Male","25","Other",1,1,1
"517","AR","South","Male","25","White",0,0,160
"518","AR","South","Male","25","White",0,1,197
"519","AR","South","Male","25","White",1,0,12
"520","AR","South","Male","25","White",1,1,6
"521","AR","South","Male","35","API",0,0,3
"522","AR","South","Male","35","API",0,1,6
"523","AR","South","Male","35","Black",0,0,34
"524","AR","South","Male","35","Black",0,1,21
"525","AR","South","Male","35","Native",0,0,5
"526","AR","South","Male","35","Native",0,1,2
"527","AR","South","Male","35","Other",0,0,2
"528","AR","South","Male","35","Other",0,1,3
"529","AR","South","Male","35","Other",1,0,11
"530","AR","South","Male","35","Other",1,1,3
"531","AR","South","Male","35","White",0,0,236
"532","AR","South","Male","35","White",0,1,197
"533","AR","South","Male","35","White",1,0,18
"534","AR","South","Male","35","White",1,1,5
"535","AR","South","Male","45","API",0,0,4
"536","AR","South","Male","45","API",0,1,7
"537","AR","South","Male","45","Black",0,0,34
"538","AR","South","Male","45","Black",0,1,18
"539","AR","South","Male","45","Native",0,0,2
"540","AR","South","Male","45","Native",0,1,1
"541","AR","South","Male","45","Native",1,0,1
"542","AR","South","Male","45","Other",0,0,8
"543","AR","South","Male","45","Other",0,1,7
"544","AR","South","Male","45","Other",1,0,8
"545","AR","South","Male","45","Other",1,1,3
"546","AR","South","Male","45","White",0,0,247
"547","AR","South","Male","45","White",0,1,168
"548","AR","South","Male","45","White",1,0,13
"549","AR","South","Male","45","White",1,1,3
"550","AR","South","Male","55","API",0,0,2
"551","AR","South","Male","55","API",0,1,3
"552","AR","South","Male","55","Black",0,0,47
"553","AR","South","Male","55","Black",0,1,23
"554","AR","South","Male","55","Native",0,0,5
"555","AR","South","Male","55","Other",0,0,9
"556","AR","South","Male","55","Other",0,1,3
"557","AR","South","Male","55","Other",1,0,6
"558","AR","South","Male","55","Other",1,1,1
"559","AR","South","Male","55","White",0,0,323
"560","AR","South","Male","55","White",0,1,215
"561","AR","South","Male","55","White",1,0,1
"562","AR","South","Male","55","White",1,1,5
"563","AR","South","Male","65","API",0,0,2
"564","AR","South","Male","65","Black",0,0,43
"565","AR","South","Male","65","Black",0,1,19
"566","AR","South","Male","65","Native",0,0,1
"567","AR","South","Male","65","Native",0,1,2
"568","AR","South","Male","65","Other",0,0,6
"569","AR","South","Male","65","Other",0,1,1
"570","AR","South","Male","65","Other",1,0,3
"571","AR","South","Male","65","White",0,0,241
"572","AR","South","Male","65","White",0,1,220
"573","AR","South","Male","65","White",1,0,5
"574","AR","South","Male","65","White",1,1,4
"575","AR","South","Male","75","API",0,0,1
"576","AR","South","Male","75","API",0,1,2
"577","AR","South","Male","75","Black",0,0,16
"578","AR","South","Male","75","Black",0,1,4
"579","AR","South","Male","75","Black",1,0,2
"580","AR","South","Male","75","Native",0,1,1
"581","AR","South","Male","75","Other",0,0,1
"582","AR","South","Male","75","Other",1,0,1
"583","AR","South","Male","75","Other",1,1,1
"584","AR","South","Male","75","White",0,0,154
"585","AR","South","Male","75","White",0,1,77
"586","AR","South","Male","75","White",1,0,2
"587","AR","South","Male","75","White",1,1,1
"588","AR","South","Male","NA","API",0,0,13
"589","AR","South","Male","NA","Black",0,0,107
"590","AR","South","Male","NA","Black",0,1,1
"591","AR","South","Male","NA","Black",1,0,2
"592","AR","South","Male","NA","Native",0,0,2
"593","AR","South","Male","NA","Native",1,0,2
"594","AR","South","Male","NA","Other",0,0,36
"595","AR","South","Male","NA","Other",1,0,34
"596","AR","South","Male","NA","White",0,0,761
"597","AR","South","Male","NA","White",0,1,35
"598","AR","South","Male","NA","White",1,0,42
"599","AZ","West","Female","18","API",0,0,20
"600","AZ","West","Female","18","API",0,1,20
"601","AZ","West","Female","18","API",1,0,2
"602","AZ","West","Female","18","Black",0,0,33
"603","AZ","West","Female","18","Black",0,1,17
"604","AZ","West","Female","18","Black",1,0,4
"605","AZ","West","Female","18","Black",1,1,3
"606","AZ","West","Female","18","Native",0,0,58
"607","AZ","West","Female","18","Native",0,1,17
"608","AZ","West","Female","18","Native",1,0,11
"609","AZ","West","Female","18","Native",1,1,1
"610","AZ","West","Female","18","Other",0,0,14
"611","AZ","West","Female","18","Other",0,1,12
"612","AZ","West","Female","18","Other",1,0,50
"613","AZ","West","Female","18","Other",1,1,21
"614","AZ","West","Female","18","White",0,0,235
"615","AZ","West","Female","18","White",0,1,171
"616","AZ","West","Female","18","White",1,0,147
"617","AZ","West","Female","18","White",1,1,59
"618","AZ","West","Female","25","API",0,0,7
"619","AZ","West","Female","25","API",0,1,40
"620","AZ","West","Female","25","API",1,0,3
"621","AZ","West","Female","25","Black",0,0,26
"622","AZ","West","Female","25","Black",0,1,28
"623","AZ","West","Female","25","Black",1,0,5
"624","AZ","West","Female","25","Black",1,1,3
"625","AZ","West","Female","25","Native",0,0,43
"626","AZ","West","Female","25","Native",0,1,40
"627","AZ","West","Female","25","Native",1,0,6
"628","AZ","West","Female","25","Native",1,1,2
"629","AZ","West","Female","25","Other",0,0,11
"630","AZ","West","Female","25","Other",0,1,21
"631","AZ","West","Female","25","Other",1,0,49
"632","AZ","West","Female","25","Other",1,1,36
"633","AZ","West","Female","25","White",0,0,163
"634","AZ","West","Female","25","White",0,1,420
"635","AZ","West","Female","25","White",1,0,123
"636","AZ","West","Female","25","White",1,1,138
"637","AZ","West","Female","35","API",0,0,7
"638","AZ","West","Female","35","API",0,1,46
"639","AZ","West","Female","35","API",1,0,2
"640","AZ","West","Female","35","API",1,1,2
"641","AZ","West","Female","35","Black",0,0,15
"642","AZ","West","Female","35","Black",0,1,36
