#,region,reg,vote_2016,intention,vote_2020,gender,hisp,race,income,edu,state,age
305,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,CA,25
306,Midwest,1,Was not eligible to vote,Yes,Joe Biden,Male,0,White,<50K,1,IA,18
307,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,OH,35
308,Midwest,1,Was not eligible to vote,Yes,I am not sure/don't know,Male,0,Black,NA,1,IL,18
309,South,0,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,VA,35
310,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,0,MI,55
311,Northeast,1,"Did not vote, but was eligible",Not sure,Joe Biden,Female,0,White,<50K,1,MA,18
312,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NJ,35
313,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,CA,65
314,South,1,Hillary Clinton,Yes,Donald Trump,Male,0,White,<50K,0,TN,35
315,West,1,Gary Johnson,Yes,I am not sure/don't know,Female,0,White,>100K,1,CA,45
316,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,NY,35
317,Midwest,1,Donald Trump,Yes,Joe Biden,Male,0,White,50K-100K,1,MO,25
318,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,OH,35
319,South,1,Hillary Clinton,Yes,Joe Biden,Male,1,Other,<50K,1,TX,25
320,Northeast,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,1,Other,NA,1,NY,18
321,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,>100K,0,MD,65
322,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,AZ,75
323,Midwest,0,Gary Johnson,Yes,Donald Trump,Male,0,White,<50K,1,OH,65
324,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,ME,45
325,West,1,"Did not vote, but was eligible",Not sure,Joe Biden,Male,0,White,<50K,0,CA,18
326,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NJ,35
327,West,0,Don't recall,Yes,I am not sure/don't know,Female,1,Other,<50K,0,CA,18
328,Midwest,1,Hillary Clinton,Not sure,Joe Biden,Female,0,White,<50K,0,OH,18
329,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,WI,55
330,South,1,Hillary Clinton,Yes,I am not sure/don't know,Male,0,Black,<50K,1,AL,25
331,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,SC,45
332,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,ID,25
333,South,1,Donald Trump,Yes,Donald Trump,Female,1,White,>100K,1,LA,25
334,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,FL,25
335,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,0,MO,25
336,Northeast,1,Was not eligible to vote,No,Someone else,Female,1,White,NA,0,MA,18
337,South,0,Was not eligible to vote,Not eligible,Joe Biden,Male,0,White,<50K,1,FL,55
338,Midwest,1,"Did not vote, but was eligible",No,Donald Trump,Male,0,White,<50K,0,MN,18
339,West,1,Was not eligible to vote,Yes,Joe Biden,Male,0,White,>100K,0,CO,18
340,West,1,Someone else:,Yes,Someone else,Male,1,White,50K-100K,1,WA,18
341,Northeast,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,API,50K-100K,1,NJ,45
342,Midwest,0,Hillary Clinton,Not sure,Joe Biden,Female,0,Black,>100K,1,WI,25
343,Midwest,0,"Did not vote, but was eligible",No,Donald Trump,Female,0,White,<50K,0,OH,25
344,Northeast,1,Gary Johnson,Yes,Donald Trump,Male,0,White,<50K,1,PA,65
345,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NH,35
346,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,VA,35
347,South,1,Donald Trump,Yes,Donald Trump,Male,0,Other,<50K,1,NC,35
348,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,0,VA,45
349,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,FL,65
350,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,NE,65
351,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,NA,1,CA,55
352,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,CA,35
353,Midwest,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,Black,<50K,1,IL,45
354,South,0,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,TX,18
355,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,OR,65
356,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,NJ,75
357,South,1,"Did not vote, but was eligible",No,Donald Trump,Female,0,White,>100K,1,SC,35
358,West,1,Donald Trump,No,Donald Trump,Male,0,White,>100K,1,CA,25
359,Northeast,1,Gary Johnson,Yes,Joe Biden,Female,0,White,50K-100K,1,PA,35
360,West,1,Donald Trump,Yes,Joe Biden,Male,0,White,50K-100K,1,WA,75
361,West,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,NA,1,UT,45
362,West,0,Was not eligible to vote,Yes,Joe Biden,Female,1,White,<50K,1,CA,18
363,South,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,50K-100K,1,FL,35
364,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,API,50K-100K,0,CA,25
365,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,CA,45
366,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,AZ,45
367,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
368,South,1,Donald Trump,Yes,I am not sure/don't know,Female,0,White,50K-100K,1,TX,65
369,West,0,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,Black,<50K,0,CA,35
370,South,1,Don't recall,Yes,Donald Trump,Female,1,White,<50K,0,TX,35
371,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,<50K,1,TX,25
372,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,FL,65
373,West,1,Donald Trump,Yes,Joe Biden,Female,0,White,<50K,1,CA,35
374,Midwest,1,Don't recall,Yes,I am not sure/don't know,Male,0,White,<50K,0,OH,35
375,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,0,CO,55
376,West,0,"Did not vote, but was eligible",Not sure,Joe Biden,Female,0,White,NA,0,NV,65
377,Northeast,0,Gary Johnson,Yes,Joe Biden,Male,0,White,NA,0,NY,18
378,West,0,"Did not vote, but was eligible",No,Joe Biden,Male,0,Black,NA,1,AZ,35
379,West,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,Black,50K-100K,1,CA,35
380,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Male,0,Black,50K-100K,1,FL,18
381,West,1,Gary Johnson,Yes,Someone else,Male,0,White,<50K,0,CA,25
382,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,MD,65
383,Midwest,0,Was not eligible to vote,Yes,Donald Trump,Male,0,White,NA,0,MN,18
384,South,1,"Did not vote, but was eligible",Not sure,Donald Trump,Female,1,White,<50K,1,KY,45
385,West,0,Was not eligible to vote,Not eligible,Joe Biden,Female,0,API,50K-100K,1,CA,45
386,South,1,Hillary Clinton,Yes,I am not sure/don't know,Male,0,White,>100K,1,TX,55
387,Northeast,1,Donald Trump,Yes,Donald Trump,Female,1,White,<50K,1,NY,18
388,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,CA,25
389,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,NC,35
390,Midwest,1,Was not eligible to vote,Yes,Someone else,Female,0,Other,50K-100K,1,OH,18
391,Midwest,1,Donald Trump,Yes,Donald Trump,Male,1,White,<50K,1,OH,55
392,Midwest,1,Was not eligible to vote,Yes,I am not sure/don't know,Male,0,Black,<50K,1,IL,18
393,South,1,Was not eligible to vote,Yes,Donald Trump,Female,0,Other,<50K,1,TX,18
394,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,CA,45
395,Midwest,1,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,White,>100K,1,IL,45
396,South,0,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,FL,18
397,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,0,NC,35
398,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,IA,45
399,West,1,Hillary Clinton,Not sure,Joe Biden,Female,1,White,50K-100K,1,CA,55
400,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,GA,75
401,West,0,Was not eligible to vote,Not eligible,Joe Biden,Male,0,White,<50K,1,CA,55
402,West,1,Donald Trump,Yes,Donald Trump,Female,0,Black,<50K,0,AZ,45
403,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,SC,35
404,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,OH,75
405,South,1,Donald Trump,Yes,Joe Biden,Male,0,White,>100K,1,VA,35
406,Midwest,1,"Did not vote, but was eligible",Yes,Joe Biden,Male,0,White,<50K,1,IN,65
407,South,1,Hillary Clinton,Yes,Donald Trump,Male,0,White,>100K,1,GA,35
408,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,0,MA,65
409,West,0,Was not eligible to vote,Not eligible,Joe Biden,Female,1,White,<50K,1,CA,35
410,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,MD,35
411,Midwest,1,Donald Trump,Yes,I am not sure/don't know,Female,0,White,<50K,1,MO,25
412,Midwest,1,Gary Johnson,Yes,Donald Trump,Female,0,White,50K-100K,0,OH,35
413,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NC,35
414,Midwest,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,API,<50K,1,WI,18
415,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,0,IL,25
416,West,1,"Did not vote, but was eligible",Not sure,Someone else,Female,1,White,<50K,0,CA,45
417,Northeast,1,"Did not vote, but was eligible",No,I would not vote,Female,0,Black,>100K,1,NY,25
418,West,1,Hillary Clinton,Not sure,Joe Biden,Female,0,API,<50K,0,HI,35
419,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,Other,<50K,1,CA,25
420,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,NY,35
421,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,CA,35
422,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,MO,35
423,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,MI,45
424,Midwest,0,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,<50K,0,IL,45
425,Northeast,1,Donald Trump,Yes,Donald Trump,Male,1,White,<50K,1,NY,25
426,South,0,"Did not vote, but was eligible",Not sure,I would not vote,Female,1,Other,50K-100K,0,AR,25
427,Midwest,0,"Did not vote, but was eligible",Not sure,Donald Trump,Male,0,White,<50K,0,OH,25
428,South,1,Hillary Clinton,Yes,Donald Trump,Female,1,White,50K-100K,1,FL,25
429,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,0,NV,18
430,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,NC,25
431,Northeast,0,Was not eligible to vote,Not sure,I would not vote,Female,0,API,<50K,0,PA,18
432,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,>100K,1,MS,55
433,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,1,MI,65
434,West,0,"Did not vote, but was eligible",No,I would not vote,Male,0,White,50K-100K,0,CA,35
435,Midwest,1,Was not eligible to vote,Yes,Someone else,Female,0,White,<50K,0,MO,25
436,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,AZ,55
437,Midwest,1,Was not eligible to vote,Yes,Joe Biden,Female,1,White,50K-100K,1,MI,18
438,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,>100K,1,CA,25
439,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,NA,1,CO,25
440,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,IL,55
441,South,0,Was not eligible to vote,Not eligible,Joe Biden,Male,0,Native,<50K,0,OK,25
442,West,1,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,1,Other,<50K,0,CA,18
443,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,50K-100K,1,CA,65
444,South,0,Was not eligible to vote,No,Donald Trump,Male,0,White,<50K,0,LA,18
445,South,1,Hillary Clinton,Yes,Donald Trump,Male,0,White,<50K,1,FL,25
446,Midwest,0,Was not eligible to vote,Not sure,I would not vote,Male,0,White,NA,0,OH,18
447,South,0,Was not eligible to vote,Yes,Donald Trump,Male,1,White,<50K,0,TX,45
448,West,1,Was not eligible to vote,Yes,Joe Biden,Male,1,Other,>100K,0,CA,18
449,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,>100K,1,TX,18
450,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,TX,35
451,West,1,Gary Johnson,Yes,Someone else,Female,1,Other,50K-100K,1,OR,25
452,West,0,Was not eligible to vote,Yes,I am not sure/don't know,Male,0,White,<50K,1,AZ,45
453,South,1,Was not eligible to vote,Yes,I am not sure/don't know,Male,1,White,<50K,0,FL,25
454,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,IN,45
455,West,0,Was not eligible to vote,No,I would not vote,Male,0,White,<50K,0,WA,35
456,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,FL,35
457,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,50K-100K,1,MN,35
458,South,1,Was not eligible to vote,Yes,Joe Biden,Female,1,White,50K-100K,1,FL,18
459,West,1,Hillary Clinton,No,Joe Biden,Female,1,White,<50K,1,CA,25
460,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,WV,25
461,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,KS,65
462,West,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,1,Black,<50K,1,CA,25
463,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,0,KY,65
464,South,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,>100K,1,TX,18
465,South,1,Hillary Clinton,No,Joe Biden,Female,0,Black,<50K,0,OK,35
466,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,NA,1,NY,55
467,South,1,"Did not vote, but was eligible",No,I would not vote,Male,0,Black,<50K,0,TX,25
468,West,1,Donald Trump,No,Joe Biden,Male,0,White,<50K,1,CA,35
469,Northeast,1,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Male,1,Other,<50K,0,NY,55
470,West,1,Hillary Clinton,Yes,Someone else,Female,1,Other,50K-100K,0,CA,25
471,South,0,Don't recall,Not sure,I am not sure/don't know,Female,1,Other,NA,0,TX,18
472,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,PA,65
473,Midwest,0,Was not eligible to vote,Not eligible,Joe Biden,Female,0,Black,<50K,1,WI,25
474,South,1,"Did not vote, but was eligible",No,Joe Biden,Male,0,Black,<50K,0,GA,45
475,Midwest,1,Hillary Clinton,Yes,I am not sure/don't know,Male,0,White,50K-100K,1,OH,35
476,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,OH,65
477,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,NJ,35
478,West,0,Was not eligible to vote,Not eligible,I would not vote,Female,0,Black,<50K,1,ID,18
479,South,0,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,FL,55
480,South,1,"Did not vote, but was eligible",No,Donald Trump,Female,1,Black,<50K,0,TX,25
481,South,0,Donald Trump,Yes,Donald Trump,Male,0,Black,50K-100K,1,TX,45
482,South,1,Gary Johnson,Yes,Donald Trump,Male,0,White,<50K,0,WV,25
483,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,PA,35
484,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,50K-100K,1,NC,45
485,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,VA,35
486,Northeast,1,Hillary Clinton,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
487,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,CA,35
488,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,VA,65
489,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,0,IL,45
490,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,NC,45
491,South,1,Donald Trump,Yes,Joe Biden,Male,0,White,>100K,1,FL,35
492,South,1,Donald Trump,Yes,Donald Trump,Female,1,White,>100K,1,TX,25
493,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,50K-100K,1,MA,45
494,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,GA,65
495,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,NY,35
496,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,KY,45
497,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,AZ,75
498,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,1,Black,50K-100K,1,NY,45
499,South,1,Donald Trump,Yes,Joe Biden,Female,0,White,>100K,1,FL,65
500,South,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,<50K,0,TX,35
501,South,1,Hillary Clinton,Not sure,Donald Trump,Female,1,White,50K-100K,1,TX,18
502,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,<50K,0,WI,35
503,West,0,"Did not vote, but was eligible",No,I would not vote,Male,0,White,<50K,1,WA,25
504,South,1,Donald Trump,Yes,Donald Trump,Male,1,White,>100K,1,FL,35
505,West,1,Was not eligible to vote,Yes,Joe Biden,Male,0,White,50K-100K,1,CA,18
506,South,1,Donald Trump,Yes,Joe Biden,Male,1,White,50K-100K,1,FL,25
507,West,0,"Did not vote, but was eligible",Not eligible,Joe Biden,Female,1,White,<50K,0,ID,25
508,Northeast,0,Hillary Clinton,No,Joe Biden,Male,0,White,<50K,1,NY,25
509,Northeast,1,Was not eligible to vote,Yes,Joe Biden,Female,0,Black,>100K,1,CT,18
510,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,NC,25
511,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,1,CA,25
512,West,1,Don't recall,Yes,I am not sure/don't know,Male,0,White,50K-100K,0,NV,25
513,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,CA,55
514,Midwest,1,"Did not vote, but was eligible",Not sure,Donald Trump,Male,0,White,50K-100K,0,IA,45
515,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,50K-100K,1,NJ,35
516,South,1,Hillary Clinton,Yes,I am not sure/don't know,Female,1,White,<50K,1,TX,25
517,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,UT,35
518,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,CA,25
519,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,1,CT,65
520,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,NV,45
521,Midwest,0,Was not eligible to vote,Not eligible,Donald Trump,Male,0,White,<50K,0,OH,55
522,Midwest,1,Was not eligible to vote,Yes,Joe Biden,Female,0,White,<50K,1,MN,18
523,South,1,Don't recall,Not eligible,I am not sure/don't know,Male,0,Black,<50K,0,MS,55
524,West,1,Was not eligible to vote,Not sure,Joe Biden,Male,1,White,<50K,1,CA,18
525,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,KY,55
526,West,1,Was not eligible to vote,Yes,Donald Trump,Female,1,White,<50K,0,CA,18
527,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
528,South,1,Donald Trump,Yes,Donald Trump,Female,1,Other,<50K,1,FL,25
529,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,TX,75
530,South,0,"Did not vote, but was eligible",No,I would not vote,Male,0,White,<50K,1,TX,25
531,West,1,Donald Trump,Yes,Donald Trump,Female,1,White,50K-100K,1,CA,45
532,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,<50K,1,OR,25
533,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,API,>100K,1,NJ,25
534,Midwest,0,Was not eligible to vote,Not sure,Donald Trump,Female,0,White,<50K,0,IA,25
535,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,50K-100K,1,CA,25
536,West,1,"Did not vote, but was eligible",Not eligible,I would not vote,Male,0,Black,<50K,1,CA,35
537,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,NA,1,AR,65
538,South,0,Was not eligible to vote,Yes,Joe Biden,Female,1,White,NA,1,FL,25
539,West,0,Was not eligible to vote,Not eligible,I would not vote,Female,1,Native,<50K,0,CA,18
540,Northeast,0,Was not eligible to vote,Not eligible,Joe Biden,Female,1,Other,<50K,0,NJ,35
541,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,<50K,1,CA,65
542,South,1,Was not eligible to vote,Yes,Donald Trump,Male,0,White,<50K,1,SC,45
543,West,1,Hillary Clinton,Not sure,I would not vote,Female,0,API,50K-100K,1,HI,55
544,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,TX,65
545,West,1,Was not eligible to vote,Not sure,I am not sure/don't know,Female,1,Other,<50K,0,CA,18
546,South,1,Donald Trump,Yes,Donald Trump,Female,1,White,<50K,1,TX,55
547,Northeast,1,Hillary Clinton,No,Donald Trump,Male,1,White,50K-100K,1,NY,25
548,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,AZ,55
549,Midwest,1,Donald Trump,Yes,Donald Trump,Male,1,White,>100K,1,IN,35
550,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,0,NJ,25
551,South,0,Donald Trump,Yes,Someone else,Male,0,White,<50K,1,FL,45
552,West,1,Donald Trump,Yes,Donald Trump,Female,1,White,>100K,1,CA,25
553,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,50K-100K,1,NC,65
554,South,0,"Did not vote, but was eligible",Yes,Donald Trump,Male,1,White,<50K,1,TX,35
555,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,CA,45
556,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,1,White,<50K,1,LA,25
557,Northeast,0,"Did not vote, but was eligible",Yes,Joe Biden,Male,0,White,50K-100K,1,NJ,65
558,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,MT,65
559,Midwest,1,"Did not vote, but was eligible",Not sure,Donald Trump,Male,0,White,<50K,0,OH,35
560,West,0,Was not eligible to vote,Yes,Donald Trump,Male,0,White,<50K,0,CA,18
561,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,MN,65
562,Midwest,1,Hillary Clinton,Not sure,Joe Biden,Male,0,Black,<50K,1,KS,18
563,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,MD,35
564,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,<50K,1,AL,25
565,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,MN,45
566,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,1,CA,35
567,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,<50K,0,TX,45
568,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,50K-100K,1,MD,55
569,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,AL,35
570,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,FL,55
571,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,<50K,1,CA,18
572,South,1,Hillary Clinton,Yes,Joe Biden,Male,1,Other,50K-100K,1,TX,25
573,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,AR,25
574,Midwest,0,Was not eligible to vote,Not eligible,Someone else,Female,1,Native,>100K,0,IL,18
575,West,0,Was not eligible to vote,Not sure,Joe Biden,Female,0,API,>100K,0,CA,18
576,South,1,Donald Trump,Yes,I am not sure/don't know,Male,1,White,>100K,1,FL,65
577,Northeast,0,Gary Johnson,No,I would not vote,Male,0,White,>100K,1,PA,18
578,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,IL,45
579,Northeast,1,Was not eligible to vote,No,Joe Biden,Male,1,Other,<50K,0,NJ,18
580,West,1,"Did not vote, but was eligible",Not eligible,I am not sure/don't know,Male,1,Black,<50K,0,NV,18
581,South,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,White,<50K,0,FL,35
582,South,0,"Did not vote, but was eligible",Not sure,I would not vote,Female,0,White,<50K,0,SC,18
583,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,NY,55
584,Northeast,1,Donald Trump,Yes,Donald Trump,Female,1,Black,50K-100K,1,MA,65
585,South,0,Donald Trump,Not sure,Donald Trump,Female,1,White,<50K,1,FL,25
586,Northeast,0,Was not eligible to vote,Not sure,Joe Biden,Female,0,White,<50K,1,NJ,18
587,South,0,Was not eligible to vote,Not sure,Donald Trump,Male,0,White,<50K,0,TX,35
