"","state","gender","age","race","hisp","edu","n"
"1","AK","Female","18","API",0,0,2
"2","AK","Female","18","API",0,1,3
"3","AK","Female","18","Native",0,0,18
"4","AK","Female","18","Native",0,1,3
"5","AK","Female","18","Native",1,0,3
"6","AK","Female","18","Other",0,0,6
"7","AK","Female","18","Other",0,1,3
"8","AK","Female","18","Other",1,0,3
"9","AK","Female","18","Other",1,1,1
"10","AK","Female","18","White",0,0,24
"11","AK","Female","18","White",0,1,11
"12","AK","Female","25","API",0,0,4
"13","AK","Female","25","API",0,1,6
"14","AK","Female","25","Black",0,1,1
"15","AK","Female","25","Black",1,1,1
"16","AK","Female","25","Native",0,0,26
"17","AK","Female","25","Native",0,1,17
"18","AK","Female","25","Other",0,0,3
"19","AK","Female","25","Other",0,1,4
"20","AK","Female","25","Other",1,1,1
"21","AK","Female","25","White",0,0,26
"22","AK","Female","25","White",0,1,34
"23","AK","Female","35","API",0,0,7
"24","AK","Female","35","API",0,1,5
"25","AK","Female","35","Black",0,0,2
"26","AK","Female","35","Black",0,1,4
"27","AK","Female","35","Native",0,0,15
"28","AK","Female","35","Native",0,1,4
"29","AK","Female","35","Native",1,0,1
"30","AK","Female","35","Other",0,0,2
"31","AK","Female","35","Other",0,1,6
"32","AK","Female","35","Other",1,0,2
"33","AK","Female","35","Other",1,1,2
"34","AK","Female","35","White",0,0,10
"35","AK","Female","35","White",0,1,51
"36","AK","Female","35","White",1,1,1
"37","AK","Female","45","API",0,0,4
"38","AK","Female","45","API",0,1,5
"39","AK","Female","45","Black",0,0,1
"40","AK","Female","45","Native",0,0,11
"41","AK","Female","45","Native",0,1,12
"42","AK","Female","45","Native",1,0,1
"43","AK","Female","45","Other",0,1,3
"44","AK","Female","45","Other",1,0,1
"45","AK","Female","45","Other",1,1,1
"46","AK","Female","45","White",0,0,15
"47","AK","Female","45","White",0,1,49
"48","AK","Female","55","API",0,0,3
"49","AK","Female","55","API",0,1,3
"50","AK","Female","55","Black",0,0,1
"51","AK","Female","55","Black",0,1,2
"52","AK","Female","55","Native",0,0,21
"53","AK","Female","55","Native",0,1,13
"54","AK","Female","55","Other",0,0,3
"55","AK","Female","55","Other",1,1,1
"56","AK","Female","55","White",0,0,19
"57","AK","Female","55","White",0,1,48
"58","AK","Female","55","White",1,0,2
"59","AK","Female","65","API",0,0,1
"60","AK","Female","65","API",0,1,1
"61","AK","Female","65","Black",0,1,4
"62","AK","Female","65","Native",0,0,12
"63","AK","Female","65","Native",0,1,8
"64","AK","Female","65","Other",0,0,4
"65","AK","Female","65","Other",0,1,2
"66","AK","Female","65","White",0,0,26
"67","AK","Female","65","White",0,1,43
"68","AK","Female","75","Native",0,0,6
"69","AK","Female","75","Native",0,1,4
"70","AK","Female","75","White",0,0,14
"71","AK","Female","75","White",0,1,20
"72","AK","Female","NA","API",0,0,20
"73","AK","Female","NA","Black",0,0,9
"74","AK","Female","NA","Native",0,0,79
"75","AK","Female","NA","Native",0,1,1
"76","AK","Female","NA","Other",0,0,30
"77","AK","Female","NA","Other",1,0,6
"78","AK","Female","NA","White",0,0,94
"79","AK","Female","NA","White",0,1,8
"80","AK","Female","NA","White",1,0,4
"81","AK","Male","18","API",0,0,2
"82","AK","Male","18","API",0,1,4
"83","AK","Male","18","Native",0,0,37
"84","AK","Male","18","Native",0,1,2
"85","AK","Male","18","Native",1,0,1
"86","AK","Male","18","Other",0,0,3
"87","AK","Male","18","Other",0,1,2
"88","AK","Male","18","Other",1,0,2
"89","AK","Male","18","White",0,0,41
"90","AK","Male","18","White",0,1,10
"91","AK","Male","18","White",1,0,3
"92","AK","Male","18","White",1,1,1
"93","AK","Male","25","API",0,0,7
"94","AK","Male","25","Black",0,0,1
"95","AK","Male","25","Black",0,1,4
"96","AK","Male","25","Native",0,0,33
"97","AK","Male","25","Native",0,1,4
"98","AK","Male","25","Other",0,0,10
"99","AK","Male","25","Other",0,1,8
"100","AK","Male","25","Other",1,0,2
"101","AK","Male","25","White",0,0,36
"102","AK","Male","25","White",0,1,39
"103","AK","Male","25","White",1,1,4
"104","AK","Male","35","API",0,0,13
"105","AK","Male","35","API",0,1,1
"106","AK","Male","35","Black",0,0,4
"107","AK","Male","35","Black",0,1,3
"108","AK","Male","35","Native",0,0,26
"109","AK","Male","35","Native",0,1,7
"110","AK","Male","35","Native",1,0,1
"111","AK","Male","35","Other",0,0,9
"112","AK","Male","35","Other",0,1,2
"113","AK","Male","35","Other",1,0,2
"114","AK","Male","35","White",0,0,23
"115","AK","Male","35","White",0,1,49
"116","AK","Male","35","White",1,1,1
"117","AK","Male","45","API",0,0,4
"118","AK","Male","45","API",0,1,3
"119","AK","Male","45","Black",0,0,2
"120","AK","Male","45","Native",0,0,18
"121","AK","Male","45","Native",0,1,8
"122","AK","Male","45","Native",1,0,1
"123","AK","Male","45","Native",1,1,1
"124","AK","Male","45","Other",0,0,2
"125","AK","Male","45","Other",0,1,3
"126","AK","Male","45","Other",1,0,3
"127","AK","Male","45","Other",1,1,2
"128","AK","Male","45","White",0,0,35
"129","AK","Male","45","White",0,1,45
"130","AK","Male","45","White",1,1,1
"131","AK","Male","55","API",0,0,3
"132","AK","Male","55","API",0,1,2
"133","AK","Male","55","Black",0,1,3
"134","AK","Male","55","Native",0,0,25
"135","AK","Male","55","Native",0,1,12
"136","AK","Male","55","Other",0,0,3
"137","AK","Male","55","Other",0,1,4
"138","AK","Male","55","White",0,0,31
"139","AK","Male","55","White",0,1,42
"140","AK","Male","55","White",1,1,2
"141","AK","Male","65","API",0,0,1
"142","AK","Male","65","API",0,1,3
"143","AK","Male","65","Black",0,0,1
"144","AK","Male","65","Black",0,1,2
"145","AK","Male","65","Native",0,0,11
"146","AK","Male","65","Native",0,1,6
"147","AK","Male","65","White",0,0,18
"148","AK","Male","65","White",0,1,60
"149","AK","Male","65","White",1,0,1
"150","AK","Male","75","Black",0,1,1
"151","AK","Male","75","Native",0,0,7
"152","AK","Male","75","Other",0,0,1
"153","AK","Male","75","Other",0,1,2
"154","AK","Male","75","Other",1,0,1
"155","AK","Male","75","Other",1,1,1
"156","AK","Male","75","White",0,0,10
"157","AK","Male","75","White",0,1,22
"158","AK","Male","75","White",1,0,1
"159","AK","Male","NA","API",0,0,17
"160","AK","Male","NA","Black",0,0,6
"161","AK","Male","NA","Native",0,0,106
"162","AK","Male","NA","Native",1,0,2
"163","AK","Male","NA","Other",0,0,22
"164","AK","Male","NA","Other",1,0,4
"165","AK","Male","NA","White",0,0,92
"166","AK","Male","NA","White",0,1,9
"167","AK","Male","NA","White",1,0,4
"168","AL","Female","18","API",0,0,5
"169","AL","Female","18","API",0,1,3
"170","AL","Female","18","Black",0,0,106
"171","AL","Female","18","Black",0,1,63
"172","AL","Female","18","Black",1,0,1
"173","AL","Female","18","Native",0,1,1
"174","AL","Female","18","Other",0,0,11
"175","AL","Female","18","Other",0,1,6
"176","AL","Female","18","Other",1,0,4
"177","AL","Female","18","White",0,0,247
"178","AL","Female","18","White",0,1,158
"179","AL","Female","18","White",1,0,9
"180","AL","Female","18","White",1,1,5
"181","AL","Female","25","API",0,0,2
"182","AL","Female","25","API",0,1,14
"183","AL","Female","25","Black",0,0,81
"184","AL","Female","25","Black",0,1,112
"185","AL","Female","25","Black",1,0,1
"186","AL","Female","25","Black",1,1,1
"187","AL","Female","25","Native",0,0,1
"188","AL","Female","25","Native",0,1,1
"189","AL","Female","25","Native",1,0,1
"190","AL","Female","25","Other",0,0,3
"191","AL","Female","25","Other",0,1,6
"192","AL","Female","25","Other",1,0,15
"193","AL","Female","25","Other",1,1,2
"194","AL","Female","25","White",0,0,183
"195","AL","Female","25","White",0,1,365
"196","AL","Female","25","White",1,0,8
"197","AL","Female","25","White",1,1,8
"198","AL","Female","35","API",0,0,5
"199","AL","Female","35","API",0,1,9
"200","AL","Female","35","Black",0,0,88
"201","AL","Female","35","Black",0,1,104
"202","AL","Female","35","Black",1,0,3
"203","AL","Female","35","Black",1,1,1
"204","AL","Female","35","Native",0,0,1
"205","AL","Female","35","Native",0,1,1
"206","AL","Female","35","Other",0,0,2
"207","AL","Female","35","Other",0,1,8
"208","AL","Female","35","Other",1,0,6
"209","AL","Female","35","Other",1,1,3
"210","AL","Female","35","White",0,0,175
"211","AL","Female","35","White",0,1,366
"212","AL","Female","35","White",1,0,15
"213","AL","Female","35","White",1,1,8
"214","AL","Female","45","API",0,0,5
"215","AL","Female","45","API",0,1,11
"216","AL","Female","45","Black",0,0,95
"217","AL","Female","45","Black",0,1,117
"218","AL","Female","45","Black",1,0,1
"219","AL","Female","45","Native",0,0,4
"220","AL","Female","45","Native",0,1,3
"221","AL","Female","45","Native",1,0,1
"222","AL","Female","45","Native",1,1,1
"223","AL","Female","45","Other",0,0,3
"224","AL","Female","45","Other",0,1,6
"225","AL","Female","45","Other",1,0,3
"226","AL","Female","45","Other",1,1,2
"227","AL","Female","45","White",0,0,280
"228","AL","Female","45","White",0,1,417
"229","AL","Female","45","White",1,0,8
"230","AL","Female","45","White",1,1,9
"231","AL","Female","55","API",0,0,5
"232","AL","Female","55","API",0,1,2
"233","AL","Female","55","Black",0,0,144
"234","AL","Female","55","Black",0,1,125
"235","AL","Female","55","Black",1,0,1
"236","AL","Female","55","Native",0,1,4
"237","AL","Female","55","Other",0,0,4
"238","AL","Female","55","Other",0,1,4
"239","AL","Female","55","Other",1,0,1
"240","AL","Female","55","Other",1,1,1
"241","AL","Female","55","White",0,0,432
"242","AL","Female","55","White",0,1,437
"243","AL","Female","55","White",1,0,7
"244","AL","Female","55","White",1,1,4
"245","AL","Female","65","API",0,0,7
"246","AL","Female","65","API",0,1,3
"247","AL","Female","65","Black",0,0,109
"248","AL","Female","65","Black",0,1,93
"249","AL","Female","65","Black",1,1,1
"250","AL","Female","65","Native",0,0,3
"251","AL","Female","65","Other",0,0,3
"252","AL","Female","65","Other",0,1,2
"253","AL","Female","65","Other",1,0,1
"254","AL","Female","65","White",0,0,433
"255","AL","Female","65","White",0,1,365
"256","AL","Female","65","White",1,0,1
"257","AL","Female","65","White",1,1,2
"258","AL","Female","75","API",0,0,1
"259","AL","Female","75","Black",0,0,59
"260","AL","Female","75","Black",0,1,25
"261","AL","Female","75","Native",0,1,1
"262","AL","Female","75","Native",1,0,1
"263","AL","Female","75","Other",0,0,2
"264","AL","Female","75","Other",0,1,2
"265","AL","Female","75","Other",1,0,2
"266","AL","Female","75","White",0,0,308
"267","AL","Female","75","White",0,1,167
"268","AL","Female","75","White",1,0,5
"269","AL","Female","75","White",1,1,2
"270","AL","Female","NA","API",0,0,11
"271","AL","Female","NA","Black",0,0,323
"272","AL","Female","NA","Black",0,1,9
"273","AL","Female","NA","Black",1,0,1
"274","AL","Female","NA","Native",0,0,2
"275","AL","Female","NA","Other",0,0,55
"276","AL","Female","NA","Other",1,0,26
"277","AL","Female","NA","White",0,0,1005
"278","AL","Female","NA","White",0,1,45
"279","AL","Female","NA","White",1,0,40
"280","AL","Male","18","API",0,0,7
"281","AL","Male","18","API",0,1,4
"282","AL","Male","18","Black",0,0,106
"283","AL","Male","18","Black",0,1,50
"284","AL","Male","18","Black",1,0,2
"285","AL","Male","18","Black",1,1,1
"286","AL","Male","18","Native",0,0,2
"287","AL","Male","18","Native",0,1,1
"288","AL","Male","18","Other",0,0,11
"289","AL","Male","18","Other",0,1,8
"290","AL","Male","18","Other",1,0,9
"291","AL","Male","18","Other",1,1,1
"292","AL","Male","18","White",0,0,277
"293","AL","Male","18","White",0,1,120
"294","AL","Male","18","White",1,0,8
"295","AL","Male","18","White",1,1,6
"296","AL","Male","25","API",0,0,4
"297","AL","Male","25","API",0,1,12
"298","AL","Male","25","Black",0,0,121
"299","AL","Male","25","Black",0,1,57
"300","AL","Male","25","Black",1,0,4
"301","AL","Male","25","Black",1,1,1
"302","AL","Male","25","Native",0,0,1
"303","AL","Male","25","Other",0,0,5
"304","AL","Male","25","Other",0,1,6
"305","AL","Male","25","Other",1,0,21
"306","AL","Male","25","Other",1,1,4
"307","AL","Male","25","White",0,0,256
"308","AL","Male","25","White",0,1,285
"309","AL","Male","25","White",1,0,16
"310","AL","Male","25","White",1,1,9
"311","AL","Male","35","API",0,0,2
"312","AL","Male","35","API",0,1,7
"313","AL","Male","35","Black",0,0,75
"314","AL","Male","35","Black",0,1,55
"315","AL","Male","35","Black",1,0,2
"316","AL","Male","35","Black",1,1,2
"317","AL","Male","35","Native",0,0,3
"318","AL","Male","35","Native",0,1,1
"319","AL","Male","35","Native",1,0,1
"320","AL","Male","35","Other",0,0,10
"321","AL","Male","35","Other",0,1,5
"322","AL","Male","35","Other",1,0,14
"323","AL","Male","35","White",0,0,245
"324","AL","Male","35","White",0,1,263
"325","AL","Male","35","White",1,0,8
"326","AL","Male","35","White",1,1,6
"327","AL","Male","45","API",0,1,7
"328","AL","Male","45","Black",0,0,122
"329","AL","Male","45","Black",0,1,63
"330","AL","Male","45","Black",1,0,4
"331","AL","Male","45","Black",1,1,1
"332","AL","Male","45","Native",0,0,1
"333","AL","Male","45","Native",0,1,3
"334","AL","Male","45","Native",1,0,1
"335","AL","Male","45","Other",0,0,1
"336","AL","Male","45","Other",0,1,2
"337","AL","Male","45","Other",1,0,3
"338","AL","Male","45","Other",1,1,2
"339","AL","Male","45","White",0,0,325
"340","AL","Male","45","White",0,1,366
"341","AL","Male","45","White",1,0,8
"342","AL","Male","45","White",1,1,5
"343","AL","Male","55","API",0,0,4
"344","AL","Male","55","API",0,1,2
"345","AL","Male","55","Black",0,0,118
"346","AL","Male","55","Black",0,1,65
"347","AL","Male","55","Black",1,0,2
"348","AL","Male","55","Native",0,0,3
"349","AL","Male","55","Native",0,1,3
"350","AL","Male","55","Native",1,1,1
"351","AL","Male","55","Other",0,0,8
"352","AL","Male","55","Other",0,1,6
"353","AL","Male","55","Other",1,0,3
"354","AL","Male","55","Other",1,1,3
"355","AL","Male","55","White",0,0,414
"356","AL","Male","55","White",0,1,399
"357","AL","Male","55","White",1,0,6
"358","AL","Male","55","White",1,1,5
"359","AL","Male","65","API",0,0,2
"360","AL","Male","65","API",0,1,2
"361","AL","Male","65","Black",0,0,90
"362","AL","Male","65","Black",0,1,65
"363","AL","Male","65","Native",0,0,2
"364","AL","Male","65","Other",0,0,4
"365","AL","Male","65","Other",0,1,6
"366","AL","Male","65","Other",1,0,1
"367","AL","Male","65","White",0,0,329
"368","AL","Male","65","White",0,1,362
"369","AL","Male","65","White",1,0,2
"370","AL","Male","65","White",1,1,1
"371","AL","Male","75","Black",0,0,40
"372","AL","Male","75","Black",0,1,21
"373","AL","Male","75","Native",0,1,1
"374","AL","Male","75","Native",1,0,1
"375","AL","Male","75","Other",0,0,2
"376","AL","Male","75","White",0,0,241
"377","AL","Male","75","White",0,1,168
"378","AL","Male","75","White",1,1,1
"379","AL","Male","NA","API",0,0,11
"380","AL","Male","NA","Black",0,0,293
"381","AL","Male","NA","Black",0,1,2
"382","AL","Male","NA","Black",1,0,1
"383","AL","Male","NA","Native",0,0,4
"384","AL","Male","NA","Native",1,0,1
"385","AL","Male","NA","Other",0,0,44
"386","AL","Male","NA","Other",1,0,32
"387","AL","Male","NA","White",0,0,955
"388","AL","Male","NA","White",0,1,50
"389","AL","Male","NA","White",1,0,55
"390","AR","Female","18","API",0,0,5
"391","AR","Female","18","Black",0,0,33
"392","AR","Female","18","Black",0,1,15
"393","AR","Female","18","Native",1,0,2
"394","AR","Female","18","Other",0,0,3
"395","AR","Female","18","Other",0,1,2
"396","AR","Female","18","Other",1,0,15
"397","AR","Female","18","Other",1,1,4
"398","AR","Female","18","White",0,0,171
"399","AR","Female","18","White",0,1,131
"400","AR","Female","18","White",1,0,7
"401","AR","Female","18","White",1,1,7
"402","AR","Female","25","API",0,0,4
"403","AR","Female","25","API",0,1,9
"404","AR","Female","25","Black",0,0,26
"405","AR","Female","25","Black",0,1,35
"406","AR","Female","25","Native",0,1,3
"407","AR","Female","25","Other",0,0,7
"408","AR","Female","25","Other",0,1,6
"409","AR","Female","25","Other",1,0,8
"410","AR","Female","25","Other",1,1,4
"411","AR","Female","25","White",0,0,133
"412","AR","Female","25","White",0,1,229
"413","AR","Female","25","White",1,0,11
"414","AR","Female","25","White",1,1,9
"415","AR","Female","35","API",0,0,2
"416","AR","Female","35","API",0,1,4
"417","AR","Female","35","Black",0,0,28
"418","AR","Female","35","Black",0,1,31
"419","AR","Female","35","Native",0,0,2
"420","AR","Female","35","Native",0,1,1
"421","AR","Female","35","Native",1,1,1
"422","AR","Female","35","Other",0,0,4
"423","AR","Female","35","Other",0,1,10
"424","AR","Female","35","Other",1,0,9
"425","AR","Female","35","Other",1,1,4
"426","AR","Female","35","White",0,0,137
"427","AR","Female","35","White",0,1,239
"428","AR","Female","35","White",1,0,14
"429","AR","Female","35","White",1,1,11
"430","AR","Female","45","API",0,0,10
"431","AR","Female","45","API",0,1,4
"432","AR","Female","45","Black",0,0,31
"433","AR","Female","45","Black",0,1,27
"434","AR","Female","45","Native",0,0,4
"435","AR","Female","45","Native",0,1,2
"436","AR","Female","45","Native",1,1,1
"437","AR","Female","45","Other",0,0,7
"438","AR","Female","45","Other",0,1,6
"439","AR","Female","45","Other",1,0,7
"440","AR","Female","45","White",0,0,181
"441","AR","Female","45","White",0,1,265
"442","AR","Female","45","White",1,0,6
"443","AR","Female","45","White",1,1,2
"444","AR","Female","55","API",0,0,2
"445","AR","Female","55","API",0,1,5
"446","AR","Female","55","Black",0,0,52
"447","AR","Female","55","Black",0,1,40
"448","AR","Female","55","Native",0,0,5
"449","AR","Female","55","Native",0,1,1
"450","AR","Female","55","Other",0,0,5
"451","AR","Female","55","Other",0,1,7
"452","AR","Female","55","Other",1,0,5
"453","AR","Female","55","Other",1,1,3
"454","AR","Female","55","White",0,0,325
"455","AR","Female","55","White",0,1,276
"456","AR","Female","55","White",1,0,8
"457","AR","Female","55","White",1,1,3
"458","AR","Female","65","API",0,0,2
"459","AR","Female","65","API",0,1,1
"460","AR","Female","65","Black",0,0,60
"461","AR","Female","65","Black",0,1,27
"462","AR","Female","65","Native",0,0,1
"463","AR","Female","65","Other",0,0,4
"464","AR","Female","65","Other",0,1,1
"465","AR","Female","65","Other",1,0,4
"466","AR","Female","65","Other",1,1,1
"467","AR","Female","65","White",0,0,309
"468","AR","Female","65","White",0,1,214
"469","AR","Female","65","White",1,0,5
"470","AR","Female","65","White",1,1,3
"471","AR","Female","75","API",0,0,1
"472","AR","Female","75","Black",0,0,28
"473","AR","Female","75","Black",0,1,6
"474","AR","Female","75","Black",1,0,1
"475","AR","Female","75","Native",0,0,1
"476","AR","Female","75","White",0,0,205
"477","AR","Female","75","White",0,1,87
"478","AR","Female","75","White",1,0,2
"479","AR","Female","75","White",1,1,1
"480","AR","Female","NA","API",0,0,22
"481","AR","Female","NA","Black",0,0,121
"482","AR","Female","NA","Black",0,1,5
"483","AR","Female","NA","Native",0,0,8
"484","AR","Female","NA","Native",1,0,1
"485","AR","Female","NA","Other",0,0,34
"486","AR","Female","NA","Other",0,1,1
"487","AR","Female","NA","Other",1,0,47
"488","AR","Female","NA","White",0,0,694
"489","AR","Female","NA","White",0,1,38
"490","AR","Female","NA","White",1,0,49
"491","AR","Male","18","API",0,0,1
"492","AR","Male","18","API",0,1,2
"493","AR","Male","18","Black",0,0,51
"494","AR","Male","18","Black",0,1,15
"495","AR","Male","18","Native",0,0,1
"496","AR","Male","18","Other",0,0,13
"497","AR","Male","18","Other",0,1,5
"498","AR","Male","18","Other",1,0,21
"499","AR","Male","18","Other",1,1,3
"500","AR","Male","18","White",0,0,211
"501","AR","Male","18","White",0,1,81
"502","AR","Male","18","White",1,0,14
"503","AR","Male","18","White",1,1,10
"504","AR","Male","25","API",0,0,4
"505","AR","Male","25","API",0,1,8
"506","AR","Male","25","API",1,0,1
"507","AR","Male","25","Black",0,0,35
"508","AR","Male","25","Black",0,1,22
"509","AR","Male","25","Black",1,0,1
"510","AR","Male","25","Native",0,0,2
"511","AR","Male","25","Native",0,1,2
"512","AR","Male","25","Native",1,0,1
"513","AR","Male","25","Other",0,0,8
"514","AR","Male","25","Other",0,1,2
"515","AR","Male","25","Other",1,0,14
"516","AR","Male","25","Other",1,1,1
"517","AR","Male","25","White",0,0,160
"518","AR","Male","25","White",0,1,197
"519","AR","Male","25","White",1,0,12
"520","AR","Male","25","White",1,1,6
"521","AR","Male","35","API",0,0,3
"522","AR","Male","35","API",0,1,6
"523","AR","Male","35","Black",0,0,34
"524","AR","Male","35","Black",0,1,21
"525","AR","Male","35","Native",0,0,5
"526","AR","Male","35","Native",0,1,2
"527","AR","Male","35","Other",0,0,2
"528","AR","Male","35","Other",0,1,3
"529","AR","Male","35","Other",1,0,11
"530","AR","Male","35","Other",1,1,3
"531","AR","Male","35","White",0,0,236
"532","AR","Male","35","White",0,1,197
"533","AR","Male","35","White",1,0,18
"534","AR","Male","35","White",1,1,5
"535","AR","Male","45","API",0,0,4
"536","AR","Male","45","API",0,1,7
"537","AR","Male","45","Black",0,0,34
"538","AR","Male","45","Black",0,1,18
"539","AR","Male","45","Native",0,0,2
"540","AR","Male","45","Native",0,1,1
"541","AR","Male","45","Native",1,0,1
"542","AR","Male","45","Other",0,0,8
"543","AR","Male","45","Other",0,1,7
"544","AR","Male","45","Other",1,0,8
"545","AR","Male","45","Other",1,1,3
"546","AR","Male","45","White",0,0,247
"547","AR","Male","45","White",0,1,168
"548","AR","Male","45","White",1,0,13
"549","AR","Male","45","White",1,1,3
"550","AR","Male","55","API",0,0,2
"551","AR","Male","55","API",0,1,3
"552","AR","Male","55","Black",0,0,47
"553","AR","Male","55","Black",0,1,23
"554","AR","Male","55","Native",0,0,5
"555","AR","Male","55","Other",0,0,9
"556","AR","Male","55","Other",0,1,3
"557","AR","Male","55","Other",1,0,6
"558","AR","Male","55","Other",1,1,1
"559","AR","Male","55","White",0,0,323
"560","AR","Male","55","White",0,1,215
"561","AR","Male","55","White",1,0,1
"562","AR","Male","55","White",1,1,5
"563","AR","Male","65","API",0,0,2
"564","AR","Male","65","Black",0,0,43
"565","AR","Male","65","Black",0,1,19
"566","AR","Male","65","Native",0,0,1
"567","AR","Male","65","Native",0,1,2
"568","AR","Male","65","Other",0,0,6
"569","AR","Male","65","Other",0,1,1
"570","AR","Male","65","Other",1,0,3
"571","AR","Male","65","White",0,0,241
"572","AR","Male","65","White",0,1,220
"573","AR","Male","65","White",1,0,5
"574","AR","Male","65","White",1,1,4
"575","AR","Male","75","API",0,0,1
"576","AR","Male","75","API",0,1,2
"577","AR","Male","75","Black",0,0,16
"578","AR","Male","75","Black",0,1,4
"579","AR","Male","75","Black",1,0,2
"580","AR","Male","75","Native",0,1,1
"581","AR","Male","75","Other",0,0,1
"582","AR","Male","75","Other",1,0,1
"583","AR","Male","75","Other",1,1,1
"584","AR","Male","75","White",0,0,154
"585","AR","Male","75","White",0,1,77
"586","AR","Male","75","White",1,0,2
"587","AR","Male","75","White",1,1,1
"588","AR","Male","NA","API",0,0,13
"589","AR","Male","NA","Black",0,0,107
"590","AR","Male","NA","Black",0,1,1
"591","AR","Male","NA","Black",1,0,2
"592","AR","Male","NA","Native",0,0,2
"593","AR","Male","NA","Native",1,0,2
"594","AR","Male","NA","Other",0,0,36
"595","AR","Male","NA","Other",1,0,34
"596","AR","Male","NA","White",0,0,761
"597","AR","Male","NA","White",0,1,35
"598","AR","Male","NA","White",1,0,42
"599","AZ","Female","18","API",0,0,20
"600","AZ","Female","18","API",0,1,20
"601","AZ","Female","18","API",1,0,2
"602","AZ","Female","18","Black",0,0,33
"603","AZ","Female","18","Black",0,1,17
"604","AZ","Female","18","Black",1,0,4
"605","AZ","Female","18","Black",1,1,3
"606","AZ","Female","18","Native",0,0,58
"607","AZ","Female","18","Native",0,1,17
"608","AZ","Female","18","Native",1,0,11
"609","AZ","Female","18","Native",1,1,1
"610","AZ","Female","18","Other",0,0,14
"611","AZ","Female","18","Other",0,1,12
"612","AZ","Female","18","Other",1,0,50
"613","AZ","Female","18","Other",1,1,21
"614","AZ","Female","18","White",0,0,235
"615","AZ","Female","18","White",0,1,171
"616","AZ","Female","18","White",1,0,147
"617","AZ","Female","18","White",1,1,59
"618","AZ","Female","25","API",0,0,7
"619","AZ","Female","25","API",0,1,40
"620","AZ","Female","25","API",1,0,3
"621","AZ","Female","25","Black",0,0,26
"622","AZ","Female","25","Black",0,1,28
"623","AZ","Female","25","Black",1,0,5
"624","AZ","Female","25","Black",1,1,3
"625","AZ","Female","25","Native",0,0,43
"626","AZ","Female","25","Native",0,1,40
"627","AZ","Female","25","Native",1,0,6
"628","AZ","Female","25","Native",1,1,2
"629","AZ","Female","25","Other",0,0,11
"630","AZ","Female","25","Other",0,1,21
"631","AZ","Female","25","Other",1,0,49
"632","AZ","Female","25","Other",1,1,36
"633","AZ","Female","25","White",0,0,163
"634","AZ","Female","25","White",0,1,420
"635","AZ","Female","25","White",1,0,123
"636","AZ","Female","25","White",1,1,138
"637","AZ","Female","35","API",0,0,7
"638","AZ","Female","35","API",0,1,46
"639","AZ","Female","35","API",1,0,2
"640","AZ","Female","35","API",1,1,2
"641","AZ","Female","35","Black",0,0,15
"642","AZ","Female","35","Black",0,1,36
"643","AZ","Female","35","Black",1,0,1
"644","AZ","Female","35","Black",1,1,1
"645","AZ","Female","35","Native",0,0,29
"646","AZ","Female","35","Native",0,1,40
"647","AZ","Female","35","Native",1,0,3
"648","AZ","Female","35","Native",1,1,4
"649","AZ","Female","35","Other",0,0,6
"650","AZ","Female","35","Other",0,1,13
"651","AZ","Female","35","Other",1,0,54
"652","AZ","Female","35","Other",1,1,32
"653","AZ","Female","35","White",0,0,180
"654","AZ","Female","35","White",0,1,463
"655","AZ","Female","35","White",1,0,139
"656","AZ","Female","35","White",1,1,122
"657","AZ","Female","45","API",0,0,18
"658","AZ","Female","45","API",0,1,35
"659","AZ","Female","45","API",1,0,2
"660","AZ","Female","45","Black",0,0,20
"661","AZ","Female","45","Black",0,1,40
"662","AZ","Female","45","Black",1,0,1
"663","AZ","Female","45","Black",1,1,1
"664","AZ","Female","45","Native",0,0,47
"665","AZ","Female","45","Native",0,1,34
"666","AZ","Female","45","Native",1,0,3
"667","AZ","Female","45","Native",1,1,3
"668","AZ","Female","45","Other",0,0,9
"669","AZ","Female","45","Other",0,1,11
"670","AZ","Female","45","Other",1,0,36
"671","AZ","Female","45","Other",1,1,23
"672","AZ","Female","45","White",0,0,197
"673","AZ","Female","45","White",0,1,481
"674","AZ","Female","45","White",1,0,135
"675","AZ","Female","45","White",1,1,92
"676","AZ","Female","55","API",0,0,16
"677","AZ","Female","55","API",0,1,36
"678","AZ","Female","55","API",1,0,1
"679","AZ","Female","55","Black",0,0,21
"680","AZ","Female","55","Black",0,1,30
"681","AZ","Female","55","Black",1,1,1
"682","AZ","Female","55","Native",0,0,61
"683","AZ","Female","55","Native",0,1,41
"684","AZ","Female","55","Native",1,0,3
"685","AZ","Female","55","Native",1,1,3
"686","AZ","Female","55","Other",0,0,8
"687","AZ","Female","55","Other",0,1,10
"688","AZ","Female","55","Other",1,0,48
"689","AZ","Female","55","Other",1,1,14
"690","AZ","Female","55","White",0,0,405
"691","AZ","Female","55","White",0,1,685
"692","AZ","Female","55","White",1,0,112
"693","AZ","Female","55","White",1,1,70
"694","AZ","Female","65","API",0,0,12
"695","AZ","Female","65","API",0,1,17
"696","AZ","Female","65","API",1,1,1
"697","AZ","Female","65","Black",0,0,16
"698","AZ","Female","65","Black",0,1,22
"699","AZ","Female","65","Black",1,1,1
"700","AZ","Female","65","Native",0,0,38
"701","AZ","Female","65","Native",0,1,25
"702","AZ","Female","65","Native",1,0,2
"703","AZ","Female","65","Other",0,0,7
"704","AZ","Female","65","Other",0,1,8
